,program_name,singer,music,views,likes,comments,atmosphere,subject,atmos_label,sub_label
325,트로트의 민족,장명서,어매,5868,56,23,애절함,부모효도,4,2
326,트로트의 민족,장명서,천태만상,7641,60,6,신남,인생,2,3
327,트로트의 민족,장명서,섬마을 선생님,7641,60,6,애절함,남녀사랑,4,1
328,트로트의 민족,장명서,키다리 미스터 김,7641,60,6,신남,남녀사랑,2,1
329,트로트의 민족,장명서,뿐이고,7641,60,6,신남,남녀사랑,2,1
330,트로트의 민족,장명서,사랑의 트위스트,7641,60,6,신남,남녀사랑,2,1
331,트로트의 민족,장명서,잃어버린 정,4753,32,3,애절함,남녀사랑,4,1
332,트로트의 민족,장명서,개여울,5375,65,23,애절함,남녀사랑,4,1
333,트로트의 민족,김혜진,여자의 일생,15294,91,28,애절함,과거역경,4,0
334,트로트의 민족,김혜진,여여,6508,61,24,애절함,인생,4,3
335,트로트의 민족,김혜진,빙빙빙,3668,35,23,애절함,남녀사랑,4,1
336,트로트의 민족,김혜진,자갈치 아지매,4417,23,7,애절함,부모효도,4,2
337,트로트의 민족,김혜진,토요일 밤에,8966,132,45,활기참,희망부여,6,4
338,트로트의 민족,김혜진,신라의 달밤,8966,132,45,애절함,인생,4,3
339,트로트의 민족,김혜진,홍콩 아가씨,8966,132,45,신남,남녀사랑,2,1
340,트로트의 민족,김혜진,한잔해,8966,132,45,신남,인생,2,3
341,트로트의 민족,김혜진,첫차,8966,132,45,활기참,남녀사랑,6,1
342,트로트의 민족,김혜진,아씨,4612,27,5,슬픔,인생,1,3
343,트로트의 민족,김혜진,단장의 미아리 고개,5943,31,7,슬픔,과거역경,1,0
344,트로트의 민족,김혜진,신 사랑고개,5943,31,7,활기참,남녀사랑,6,1
345,트로트의 민족,김혜진,그 여자의 마스카라,5436,22,6,활기참,남녀사랑,6,1
346,트로트의 민족,김민건,수은동,41324,301,48,애절함,남녀사랑,4,1
347,트로트의 민족,김민건,아모르 파티,7828,64,13,신남,희망부여,2,4
348,트로트의 민족,김민건,너나 나나,5657,64,14,활기참,인생,6,3
349,트로트의 민족,김민건,공부합시다,6092,81,25,신남,인생,2,3
350,트로트의 민족,김민건,사랑은 나비인가봐,6092,81,25,활기참,남녀사랑,6,1
351,트로트의 민족,김민건,고장난 벽시계,6092,81,25,신남,인생,2,3
352,트로트의 민족,김민건,오르락내리락,6092,81,25,활기참,인생,6,3
353,트로트의 민족,김민건,다함께 차차차,6092,81,25,신남,남녀사랑,2,1
354,트로트의 민족,김민건,사랑님,8458,72,8,활기참,남녀사랑,6,1
355,트로트의 민족,김민건,돌리도,5935,55,9,활기참,남녀사랑,6,1
356,트로트의 민족,김민건,오락실,4686,44,13,활기참,인생,6,3
